assignment_id,employee_id,family_id,assigned_date,status,remarks,TRS_Rating_Score,TRS_Level,Assessment_Score,Mentor_Visits,Staff_Training_Count,Provider_Capacity,Capacity_Utilization_Percent,Provider_Type,Active_Children_Count,Complaints_Received,Corrective_Actions_Taken,Assessment_Status,Next_Assessment_Date,Data_Refresh_Timestamp
ASG_003746,EMP_000312,FAM_000254,2023-07-30,Assigned,You government such future page.,4.85,Level 3,47.85,2,17,153,109.84,School,300,11,1,Completed,2026-04-18,2025-11-14 15:16:57.533824
ASG_003747,EMP_000308,FAM_001006,2016-03-09,Assigned,Rise high brother eat design back may order focus hundred.,2.1,Level 4,51.34,5,8,152,49.5,Home,142,17,1,Scheduled,2027-07-28,2025-11-14 15:16:57.533824
ASG_003748,EMP_000340,FAM_002844,2023-06-28,Assigned,Senior Mr she garden professor past author majority key benefit.,1.48,Level 1,50.84,1,10,101,90.59,Center,219,7,2,Pending Review,2026-03-21,2025-11-14 15:16:57.533824
ASG_003749,EMP_000878,FAM_002275,2017-03-11,Assigned,Yet against middle clearly entire.,2.49,Level 4,10.98,8,12,96,81.41,Home,140,8,5,Completed,2027-05-22,2025-11-14 15:16:57.533824
ASG_003750,EMP_001255,FAM_002182,2023-01-29,Closed,Data along deal name hotel.,3.7,Level 1,17.61,9,0,289,24.16,Center,212,7,3,Scheduled,2026-07-17,2025-11-14 15:16:57.533824
ASG_003751,EMP_001372,FAM_000537,2020-04-10,Completed,Seven include seem unit benefit economy.,4.75,Level 1,42.77,2,2,51,69.03,School,151,4,1,Pending Review,2027-07-23,2025-11-14 15:16:57.533824
ASG_003752,EMP_000551,FAM_000186,2020-03-21,Assigned,Air start order continue writer fine.,1.11,Level 1,90.19,0,19,285,88.62,Center,106,6,0,Completed,2026-11-16,2025-11-14 15:16:57.533824
ASG_003753,EMP_000340,FAM_002253,2017-06-20,Closed,Add suffer benefit send though.,1.85,Level 1,42.34,1,4,33,36.31,School,74,1,5,Completed,2026-01-19,2025-11-14 15:16:57.533824
ASG_003754,EMP_001192,FAM_002418,2024-10-15,Completed,How seat within know ask whom agreement.,2.08,Level 2,1.98,3,16,90,39.06,School,16,19,2,Completed,2026-06-01,2025-11-14 15:16:57.533824
ASG_003755,EMP_000431,FAM_000864,2020-03-06,Escalated,Audience beat son what general series somebody since.,1.78,Level 3,69.03,9,3,187,71.62,Home,269,1,3,Completed,2027-04-14,2025-11-14 15:16:57.533824
ASG_003756,EMP_001010,FAM_001202,2019-11-15,Assigned,True call blood scene child ready go.,4.34,Level 4,61.89,6,20,163,104.29,Center,134,19,0,Pending Review,2026-01-06,2025-11-14 15:16:57.533824
ASG_003757,EMP_001071,FAM_002973,2025-08-22,Escalated,Range star various people watch you open thus.,1.19,Level 2,31.61,9,15,146,89.87,Center,142,20,4,Pending Review,2027-02-14,2025-11-14 15:16:57.533824
ASG_003758,EMP_001058,FAM_002381,2019-08-13,Escalated,Produce before win hit performance throughout international.,3.15,Level 4,98.03,6,12,58,29.56,Home,143,6,0,Completed,2027-10-27,2025-11-14 15:16:57.533824
ASG_003759,EMP_000270,FAM_000903,2018-12-20,Assigned,Approach would soldier want outside carry tend reveal.,4.47,Level 4,69.47,0,10,257,61.96,School,296,1,1,Scheduled,2027-05-05,2025-11-14 15:16:57.533824
ASG_003760,EMP_001189,FAM_000054,2024-08-12,Assigned,Away hour employee machine notice tax begin financial individual.,1.38,Level 2,45.5,5,3,252,75.57,Home,255,12,4,Scheduled,2027-08-14,2025-11-14 15:16:57.533824
ASG_003761,EMP_000181,FAM_000933,2016-10-16,Assigned,Bar within certain marriage base candidate.,4.18,Level 4,77.29,4,1,217,53.79,Home,65,14,3,Pending Review,2026-08-09,2025-11-14 15:16:57.533824
ASG_003762,EMP_000931,FAM_000154,2022-07-08,Escalated,Yard east father entire serious.,3.42,Level 1,25.11,2,13,151,76.18,Center,146,17,1,Scheduled,2026-06-03,2025-11-14 15:16:57.533824
ASG_003763,EMP_001335,FAM_002356,2016-12-30,Escalated,Decision quality campaign offer yet order.,1.72,Level 1,75.43,7,15,63,23.97,School,293,17,2,Scheduled,2026-08-15,2025-11-14 15:16:57.533824
ASG_003764,EMP_001340,FAM_000509,2016-08-06,Completed,Blood piece in rather smile fish help until season.,3.07,Level 3,53.92,4,0,82,80.94,Center,10,1,3,Pending Review,2027-10-17,2025-11-14 15:16:57.533824
ASG_003765,EMP_001175,FAM_002968,2023-01-25,Assigned,Practice decide reality former than economy price life.,1.39,Level 1,81.7,4,0,248,71.94,School,118,18,3,Pending Review,2026-09-22,2025-11-14 15:16:57.533824
ASG_003766,EMP_000527,FAM_000637,2022-08-27,Closed,Part perform hour any president leave task than cold.,1.73,Level 3,44.06,10,1,151,108.54,Home,10,10,3,Scheduled,2027-06-24,2025-11-14 15:16:57.533824
ASG_003767,EMP_001385,FAM_001751,2017-11-10,Completed,Phone talk finally born win her concern community half.,1.95,Level 4,87.45,10,6,26,42.96,Center,296,7,5,Scheduled,2026-09-14,2025-11-14 15:16:57.533824
ASG_003768,EMP_001232,FAM_000199,2019-07-14,Closed,Pull executive tax seat international part plant deep political alone.,3.62,Level 4,17.91,0,4,152,93.33,Home,171,14,1,Scheduled,2027-04-17,2025-11-14 15:16:57.533824
ASG_003769,EMP_001256,FAM_000602,2020-08-20,Closed,Letter think Congress appear but yet campaign of.,1.41,Level 1,36.95,3,13,162,111.51,Center,243,18,2,Completed,2026-04-12,2025-11-14 15:16:57.533824
ASG_003770,EMP_000158,FAM_001867,2021-11-21,Escalated,Look reveal foreign here pretty miss avoid beyond Democrat brother.,1.98,Level 1,10.43,10,0,18,87.31,Home,53,10,4,Pending Review,2027-07-06,2025-11-14 15:16:57.533824
ASG_003771,EMP_000986,FAM_000314,2024-03-10,Closed,Dream kitchen make former value way hour.,3.69,Level 4,67.59,7,1,35,41.27,Center,84,3,1,Scheduled,2026-07-09,2025-11-14 15:16:57.533824
ASG_003772,EMP_001446,FAM_001172,2018-12-17,Escalated,Race official character institution interview drop.,3.84,Level 3,96.89,7,14,283,87.59,School,27,7,1,Scheduled,2026-11-26,2025-11-14 15:16:57.533824
ASG_003773,EMP_000933,FAM_001087,2024-11-23,Completed,Moment voice magazine want very member six among American mission.,3.5,Level 1,9.98,0,7,170,15.83,School,97,7,5,Completed,2026-01-20,2025-11-14 15:16:57.533824
ASG_003774,EMP_000168,FAM_001826,2020-03-15,Completed,Use may possible radio total raise team baby improve building.,3.75,Level 4,18.43,9,8,214,51.53,School,233,3,4,Pending Review,2027-03-19,2025-11-14 15:16:57.533824
ASG_003775,EMP_000608,FAM_000203,2024-02-09,Escalated,Just center listen radio far degree.,2.02,Level 3,39.22,9,6,228,73.01,Home,249,19,4,Completed,2027-03-03,2025-11-14 15:16:57.533824
ASG_003776,EMP_001015,FAM_002148,2024-01-08,Closed,Happy pay light civil finish young cover rather view leader.,3.38,Level 4,32.91,4,11,115,100.22,Center,271,14,4,Scheduled,2026-09-29,2025-11-14 15:16:57.533824
ASG_003777,EMP_000198,FAM_000932,2020-07-11,Assigned,Under science serve ahead fine not week reveal.,2.72,Level 4,73.41,5,16,21,19.02,Home,22,14,4,Pending Review,2027-09-19,2025-11-14 15:16:57.533824
ASG_003778,EMP_000263,FAM_001610,2020-09-27,Closed,List employee camera everybody sometimes front herself oil lead wrong.,1.0,Level 4,26.21,8,14,281,60.57,School,298,11,1,Scheduled,2027-07-20,2025-11-14 15:16:57.533824
ASG_003779,EMP_001040,FAM_001089,2023-05-06,Completed,Whose now politics once week suggest than full view.,4.37,Level 1,7.47,8,15,299,30.51,Home,193,14,3,Pending Review,2027-09-20,2025-11-14 15:16:57.533824
ASG_003780,EMP_001060,FAM_002322,2022-04-08,Assigned,Bed theory word at method third space.,4.64,Level 2,54.5,9,3,220,117.98,School,48,13,5,Completed,2027-07-14,2025-11-14 15:16:57.533824
ASG_003781,EMP_000338,FAM_002228,2016-08-25,Completed,Great him over smile girl lay together bed medical.,1.24,Level 3,49.45,2,14,95,39.03,Center,251,16,4,Pending Review,2026-04-19,2025-11-14 15:16:57.533824
ASG_003782,EMP_000486,FAM_001822,2022-05-31,Assigned,Situation article artist similar memory begin soon challenge.,2.67,Level 3,34.88,6,8,54,30.86,Home,60,11,5,Pending Review,2025-12-23,2025-11-14 15:16:57.533824
ASG_003783,EMP_000920,FAM_001371,2018-05-06,Closed,Ok dinner hear prove partner blood.,3.99,Level 1,55.27,5,1,284,28.02,Home,213,15,3,Pending Review,2027-07-03,2025-11-14 15:16:57.533824
ASG_003784,EMP_000130,FAM_001428,2021-09-25,Assigned,Message memory crime final risk dog watch size use operation.,4.19,Level 2,30.13,3,15,87,103.14,Home,282,7,0,Completed,2026-01-27,2025-11-14 15:16:57.533824
ASG_003785,EMP_000409,FAM_000624,2022-06-25,Completed,Goal receive hair shoulder develop child.,3.69,Level 2,89.79,10,2,49,23.32,School,298,18,4,Pending Review,2027-09-13,2025-11-14 15:16:57.533824
ASG_003786,EMP_001107,FAM_001050,2025-07-26,Completed,Study one statement happen hot detail.,2.19,Level 3,11.7,9,11,36,11.56,Home,188,18,1,Pending Review,2026-06-08,2025-11-14 15:16:57.533824
ASG_003787,EMP_000528,FAM_000714,2023-01-04,Escalated,Represent middle so long give like.,3.33,Level 3,10.05,7,14,43,26.34,Home,78,8,4,Completed,2026-07-06,2025-11-14 15:16:57.533824
ASG_003788,EMP_001026,FAM_000514,2018-08-22,Completed,Could his car identify subject.,1.16,Level 1,32.63,5,2,27,108.75,School,262,9,1,Completed,2027-11-11,2025-11-14 15:16:57.533824
ASG_003789,EMP_000484,FAM_001408,2024-12-12,Escalated,Teacher else black campaign successful.,2.44,Level 4,33.42,0,2,19,115.0,School,54,8,0,Pending Review,2026-05-07,2025-11-14 15:16:57.533824
ASG_003790,EMP_000611,FAM_002304,2017-12-13,Assigned,Toward control carry on listen involve become entire.,3.05,Level 2,1.61,0,16,153,59.96,Home,16,14,4,Pending Review,2026-12-17,2025-11-14 15:16:57.533824
ASG_003791,EMP_001093,FAM_002038,2020-06-22,Closed,Stuff sport trade six whether own among.,1.35,Level 4,67.12,2,14,26,98.55,Home,281,4,2,Pending Review,2026-04-21,2025-11-14 15:16:57.533824
ASG_003792,EMP_000157,FAM_000150,2016-02-09,Completed,There development become too pay remain face apply trouble power.,1.36,Level 4,32.86,0,15,83,92.66,Center,186,11,5,Scheduled,2026-01-24,2025-11-14 15:16:57.533824
ASG_003793,EMP_001312,FAM_001547,2021-07-21,Escalated,Stuff answer soon oil general.,4.81,Level 4,59.6,2,1,241,24.52,School,194,5,5,Completed,2025-12-30,2025-11-14 15:16:57.533824
ASG_003794,EMP_001041,FAM_001658,2020-09-02,Assigned,Run deep thank me just American control.,3.8,Level 2,40.75,9,5,95,108.91,Center,79,14,0,Scheduled,2027-09-20,2025-11-14 15:16:57.533824
ASG_003795,EMP_000807,FAM_001006,2019-05-26,Escalated,Party girl today friend over prove test really meet popular.,4.12,Level 1,92.81,0,6,162,76.33,Center,178,9,4,Completed,2026-10-18,2025-11-14 15:16:57.533824
ASG_003796,EMP_000631,FAM_000252,2021-05-26,Closed,We past check tough guess suggest tax since.,3.55,Level 1,58.19,9,7,107,31.71,Center,166,8,2,Completed,2027-09-26,2025-11-14 15:16:57.533824
ASG_003797,EMP_000837,FAM_001802,2015-11-18,Closed,Can all never travel nothing eye future water with major.,1.19,Level 1,85.71,8,15,248,26.8,Home,167,7,5,Completed,2027-02-19,2025-11-14 15:16:57.533824
ASG_003798,EMP_000596,FAM_001065,2025-07-14,Assigned,Represent fine argue general which first.,2.03,Level 1,73.2,4,2,235,82.98,Home,297,3,5,Completed,2027-03-26,2025-11-14 15:16:57.533824
ASG_003799,EMP_001245,FAM_000904,2022-08-23,Escalated,Appear upon beautiful report visit mind.,4.94,Level 4,16.11,5,18,170,40.77,Home,179,3,0,Completed,2027-03-07,2025-11-14 15:16:57.533824
ASG_003800,EMP_000249,FAM_000424,2017-11-03,Completed,Affect truth experience wonder can country little particular step seven single.,4.52,Level 1,24.56,7,3,15,76.67,Home,149,4,3,Scheduled,2026-07-31,2025-11-14 15:16:57.533824
ASG_003801,EMP_001492,FAM_001534,2019-05-29,Closed,Stop media natural land.,2.03,Level 1,46.11,10,19,147,80.3,Center,280,13,5,Scheduled,2027-06-17,2025-11-14 15:16:57.533824
ASG_003802,EMP_000038,FAM_000651,2020-11-20,Closed,Agreement will of eye door outside these walk.,1.82,Level 3,25.93,0,14,113,65.94,Home,126,12,0,Pending Review,2026-04-12,2025-11-14 15:16:57.533824
ASG_003803,EMP_000289,FAM_000882,2023-05-19,Assigned,Wall whom beyond military head it son might of.,1.75,Level 3,61.49,7,13,115,41.48,School,239,15,1,Pending Review,2027-03-16,2025-11-14 15:16:57.533824
ASG_003804,EMP_001030,FAM_001717,2017-03-13,Closed,Character for similar woman two miss.,3.61,Level 4,27.27,9,20,177,66.52,School,128,5,2,Scheduled,2026-10-10,2025-11-14 15:16:57.533824
ASG_003805,EMP_001265,FAM_002621,2025-07-29,Assigned,Congress three past worry factor.,2.86,Level 4,60.41,5,9,20,62.35,School,136,12,1,Completed,2027-05-21,2025-11-14 15:16:57.533824
ASG_003806,EMP_000902,FAM_001128,2019-11-28,Escalated,Win often they offer who source.,2.27,Level 3,91.92,1,7,81,96.45,Home,71,13,3,Completed,2026-05-07,2025-11-14 15:16:57.533824
ASG_003807,EMP_001310,FAM_001563,2020-07-09,Closed,Over herself two especially career suddenly many.,2.27,Level 3,42.34,5,3,230,63.04,School,149,5,4,Scheduled,2026-08-09,2025-11-14 15:16:57.533824
ASG_003808,EMP_000140,FAM_002241,2017-04-25,Escalated,Treat personal blue leave section.,1.49,Level 1,58.18,0,10,76,80.82,Home,105,7,2,Pending Review,2026-01-26,2025-11-14 15:16:57.533824
ASG_003809,EMP_000774,FAM_001966,2022-10-25,Closed,Realize common short stage.,2.3,Level 1,22.21,4,14,94,22.83,Center,130,11,1,Pending Review,2027-09-20,2025-11-14 15:16:57.533824
ASG_003810,EMP_001337,FAM_002777,2025-08-30,Escalated,Voice democratic for discuss much own finally with.,2.74,Level 3,37.99,3,10,230,57.11,School,219,20,1,Completed,2026-04-09,2025-11-14 15:16:57.533824
ASG_003811,EMP_001086,FAM_001970,2017-04-30,Escalated,Recently whom marriage never pass draw a trip them long system.,2.96,Level 4,38.55,4,0,144,21.74,School,184,3,0,Pending Review,2027-09-23,2025-11-14 15:16:57.533824
ASG_003812,EMP_001213,FAM_000574,2021-12-28,Assigned,Front grow region president ask indicate work capital area.,2.02,Level 1,13.24,0,1,159,98.12,School,83,19,4,Pending Review,2026-09-01,2025-11-14 15:16:57.533824
ASG_003813,EMP_000432,FAM_000064,2024-12-26,Assigned,Task better song he institution kid offer.,3.99,Level 4,39.34,7,19,148,41.45,School,185,7,1,Pending Review,2027-10-30,2025-11-14 15:16:57.533824
ASG_003814,EMP_001173,FAM_000781,2016-01-11,Assigned,Successful art second sea fly debate determine stand move eye.,3.91,Level 3,20.97,7,0,292,40.21,School,179,1,1,Pending Review,2027-09-13,2025-11-14 15:16:57.533824
ASG_003815,EMP_001257,FAM_002169,2022-06-20,Escalated,Later through present that rich.,2.63,Level 1,71.69,1,18,87,52.37,School,107,14,4,Completed,2027-03-13,2025-11-14 15:16:57.533824
ASG_003816,EMP_000982,FAM_002773,2020-10-16,Escalated,Human sister include draw sound.,1.46,Level 1,86.25,9,12,118,79.03,Center,177,12,3,Scheduled,2026-12-09,2025-11-14 15:16:57.533824
ASG_003817,EMP_001368,FAM_001007,2022-05-10,Closed,Thought woman program eight early administration without Congress human hospital.,1.34,Level 3,95.79,3,10,173,85.57,Center,63,6,0,Pending Review,2026-02-12,2025-11-14 15:16:57.533824
ASG_003818,EMP_001039,FAM_001117,2018-01-28,Assigned,Continue fish according group develop style when.,4.85,Level 2,72.06,2,3,84,39.6,Home,28,1,4,Completed,2026-12-08,2025-11-14 15:16:57.533824
ASG_003819,EMP_000408,FAM_001658,2024-12-28,Completed,Professor give win color spring third show everything type.,4.9,Level 2,56.53,5,13,222,85.23,Center,203,8,0,Completed,2027-03-08,2025-11-14 15:16:57.533824
ASG_003820,EMP_001227,FAM_002739,2023-10-08,Assigned,Upon book radio fire.,3.77,Level 4,16.29,3,9,114,55.4,Home,251,18,0,Completed,2027-02-13,2025-11-14 15:16:57.533824
ASG_003821,EMP_000338,FAM_000440,2021-03-24,Escalated,Leader value raise agree think travel take tend.,4.84,Level 1,99.26,2,3,24,30.72,School,156,10,0,Completed,2026-10-23,2025-11-14 15:16:57.533824
ASG_003822,EMP_000501,FAM_001404,2017-06-26,Completed,Story edge reach majority technology study state simply.,3.07,Level 2,31.23,3,10,287,116.72,Center,241,7,3,Scheduled,2027-07-15,2025-11-14 15:16:57.533824
ASG_003823,EMP_000238,FAM_000670,2025-08-29,Completed,Dark live site speak scene price.,2.06,Level 1,72.37,1,11,108,39.58,Home,239,11,0,Pending Review,2027-02-01,2025-11-14 15:16:57.533824
ASG_003824,EMP_001025,FAM_001710,2017-11-09,Closed,Any activity hospital prepare pull third room.,4.44,Level 2,0.66,8,16,229,98.28,School,143,0,5,Scheduled,2026-12-08,2025-11-14 15:16:57.533824
ASG_003825,EMP_000097,FAM_001184,2023-09-26,Escalated,Difficult product artist type alone six vote democratic.,3.53,Level 1,10.17,1,8,150,94.95,Home,284,17,2,Pending Review,2026-11-11,2025-11-14 15:16:57.533824
ASG_003826,EMP_000396,FAM_002466,2023-04-17,Escalated,Who thousand green to baby mind really office sell against.,3.1,Level 1,40.14,4,18,142,112.33,Center,269,2,4,Completed,2026-10-25,2025-11-14 15:16:57.533824
ASG_003827,EMP_001031,FAM_002168,2022-11-28,Assigned,Country attack glass design relationship trouble seven easy sense church.,3.32,Level 3,46.51,6,8,33,96.85,Home,147,0,5,Completed,2027-04-09,2025-11-14 15:16:57.533824
ASG_003828,EMP_000461,FAM_002119,2019-11-23,Escalated,Condition foreign couple claim employee now north claim hour.,2.14,Level 3,4.86,2,2,221,15.98,School,205,18,4,Pending Review,2026-09-30,2025-11-14 15:16:57.533824
ASG_003829,EMP_000549,FAM_002861,2024-05-27,Completed,Court image stuff his white drug less form less partner teach.,3.69,Level 2,52.5,9,8,147,115.03,Center,219,18,0,Pending Review,2025-12-05,2025-11-14 15:16:57.533824
ASG_003830,EMP_000030,FAM_000912,2022-01-22,Assigned,Tough range sometimes everybody hundred since walk cell.,2.92,Level 2,1.6,6,18,83,106.11,School,36,16,3,Scheduled,2026-06-30,2025-11-14 15:16:57.533824
ASG_003831,EMP_000522,FAM_002136,2023-10-08,Closed,American message somebody plan pull their relate summer would middle.,2.8,Level 2,37.15,6,20,109,104.93,School,298,6,1,Completed,2025-12-18,2025-11-14 15:16:57.533824
ASG_003832,EMP_001446,FAM_001001,2024-01-22,Closed,Important agree card reason president green beautiful.,4.79,Level 3,13.49,9,15,293,59.92,Center,193,13,0,Completed,2025-12-18,2025-11-14 15:16:57.533824
ASG_003833,EMP_000798,FAM_002383,2016-04-29,Closed,Test lay reach opportunity discover population then.,4.6,Level 1,24.45,2,0,289,81.23,School,176,6,5,Pending Review,2026-06-10,2025-11-14 15:16:57.533824
ASG_003834,EMP_000913,FAM_002084,2018-11-13,Completed,Music need agreement region itself tell else environment artist.,3.22,Level 1,43.53,3,3,299,101.91,Center,239,1,2,Scheduled,2027-02-26,2025-11-14 15:16:57.533824
ASG_003835,EMP_001271,FAM_001674,2023-11-01,Escalated,Game generation everyone seven daughter stay across source.,3.94,Level 2,7.59,5,10,94,49.61,Home,97,20,3,Completed,2026-03-24,2025-11-14 15:16:57.533824
ASG_003836,EMP_000448,FAM_001211,2018-03-06,Closed,Back million record organization hand teacher expert theory professor.,4.01,Level 2,75.73,9,15,50,60.88,School,244,2,5,Scheduled,2026-12-07,2025-11-14 15:16:57.533824
ASG_003837,EMP_001132,FAM_000238,2022-01-12,Escalated,Born information apply college chance other company cover talk.,1.94,Level 2,64.38,7,10,37,111.68,School,116,19,0,Completed,2027-02-27,2025-11-14 15:16:57.533824
ASG_003838,EMP_001321,FAM_002482,2024-10-07,Closed,Program wind power step back she our any.,2.14,Level 2,33.12,7,11,297,29.79,School,15,19,4,Scheduled,2027-02-17,2025-11-14 15:16:57.533824
ASG_003839,EMP_000917,FAM_002282,2016-07-21,Closed,Many never start hope computer when threat within identify.,4.96,Level 3,40.01,4,2,181,41.16,Center,195,16,4,Pending Review,2027-03-07,2025-11-14 15:16:57.533824
ASG_003840,EMP_000134,FAM_001399,2022-11-16,Completed,Benefit charge could member within forward lawyer indicate.,4.28,Level 3,23.52,5,8,54,18.45,Home,90,13,0,Pending Review,2027-03-03,2025-11-14 15:16:57.533824
ASG_003841,EMP_000081,FAM_001554,2022-10-21,Escalated,Though southern or ahead where usually message military.,4.4,Level 4,56.3,0,20,261,109.43,Home,38,16,0,Pending Review,2026-03-08,2025-11-14 15:16:57.533824
